#,age,Name,Player,Achievements,Unnamed: 3,Unnamed: 4,Unnamed: 5,Earnings
808,27.0,Bartek Hajma,AueR,,5,3,1,"$5,772"
809,,,Maquina,,0,0,2,"$5,771"
810,,,SpeakEqsy,,3,2,0,"$5,766"
811,24.0,Shohma Shiotsuka,Shokei,,2,1,2,"$5,763"
812,23.0,Emma Peterson,Marmalade,,2,6,1,"$5,736"
813,30.0,Jeon Yeong-jin,JaekDow,,1,4,4,"$5,714"
814,27.0,Gabriel Billordo,Billordo,,4,3,1,"$5,713"
815,31.0,Park Hyun,OCN,,4,0,0,"$5,708"
816,,,Eastwood,,3,4,2,"$5,708"
817,,,prototype_1z,,1,4,1,"$5,708"
818,,,Lambe,,0,3,4,"$5,686"
819,,,Thyy,,1,0,2,"$5,645"
820,25.0,Muhammad Akbar Ihsan,Lonely,,4,3,0,"$5,637"
821,,,Kiru,,4,3,3,"$5,608"
822,,,NesT,,1,1,1,"$5,600"
823,,,briyohs,,7,5,3,"$5,556"
824,,,Abreu,,1,1,2,"$5,532"
825,25.0,Martin Kabele,Yuki,,6,1,0,"$5,528"
826,32.0,Eric Rajot,Aherys,,2,2,1,"$5,521"
827,28.0,Mario Oliveira,Nubaii,,2,1,4,"$5,515"
828,21.0,Lucas,Xeno,,5,1,2,"$5,492"
829,,,Linkoo,,1,3,2,"$5,471"
830,32.0,Ivan Cuesta Mendez,KRYP,,2,0,0,"$5,445"
831,26.0,Keisuke Akiyama,ekus,,2,1,0,"$5,427"
832,31.0,Álvaro Gómez,sakke,,2,6,1,"$5,424"
833,21.0,Park Jun-sung,Kanye,,0,1,2,"$5,407"
834,37.0,Cyril Renoud,jahk,,1,1,2,"$5,402"
835,,,Huntr,,1,3,2,"$5,399"
836,26.0,Roland Szabó,StriKe,,8,4,4,"$5,397"
837,,,Adriano,,2,0,4,"$5,392"
838,,,FuZiion,,2,1,4,"$5,386"
839,20.0,,Emilio,,3,5,0,"$5,377"
840,,,Legacy,,2,1,1,"$5,376"
841,,,Rendier,,1,0,0,"$5,375"
842,,,Biz,,0,2,3,"$5,365"
843,25.0,Igor Silva,freezao,,0,3,1,"$5,355"
844,36.0,Jayden Saunders,Dizzle,,2,0,1,"$5,352"
845,34.0,Parker Mackay,Interro,,0,0,0,"$5,335"
846,22.0,Aphichai Wongjak,Deadpool,,5,3,4,"$5,324"
847,,,Funleks,,3,1,2,"$5,304"
848,33.0,Michiel van Dartel,oVie,,1,0,0,"$5,292"
849,20.0,Jeong Tae-hoon,aEnde,,0,0,1,"$5,287"
850,27.0,Riccardo Antoni,RaiDeN,,5,3,4,"$5,266"
851,24.0,Denis Dupljak,BZ,,2,3,3,"$5,198"
852,,,Buzuka,,3,3,1,"$5,194"
853,22.0,Jeffrey Pingel,Saikosys,,1,1,0,"$5,178"
854,,,RE4PER,,10,3,0,"$5,170"
855,,,Marteau,,1,2,0,"$5,163"
856,,,mhagr,,1,1,2,"$5,158"
857,,,xRoyale,,0,1,3,"$5,151"
858,,,Zyon,,1,1,2,"$5,150"
859,,,Boydy,,1,0,5,"$5,127"
860,20.0,Shinya Sogo,sShinya,,0,0,0,"$5,105"
861,,,iZRO,,1,2,1,"$5,097"
862,21.0,Hibiki Hattori,Sylvia,,0,0,0,"$5,092"
863,23.0,Joao Pedro Lopes Gaspar,Gaspro,,2,0,1,"$5,072"
864,,,Shermi,,1,1,4,"$5,062"
865,,,j9krr,,2,2,9,"$5,059"
866,,,Neyox,,4,3,3,"$5,033"
867,26.0,Mariano Sánchez,Yekko,,5,2,1,"$5,001"
868,20.0,Diego Sciacca,zodiac,,6,3,5,"$5,000"
869,28.0,Francesc Illana,JuK4,,2,3,3,"$5,000"
870,,,Benji,,1,1,0,"$4,992"
871,25.0,Matthew Scherer,iMatt,,9,2,4,"$4,932"
872,23.0,Joshua,ChefJeff,,0,3,2,"$4,930"
873,,,Apher,,1,0,1,"$4,918"
874,,,cCrazy,,1,1,1,"$4,914"
875,21.0,Adrián Centurión,Kreevz,,1,0,1,"$4,911"
876,,,Chl0e,,3,5,6,"$4,909"
877,22.0,Jamie Diamond,Skiddy,,0,0,1,"$4,896"
878,23.0,Souma Okada,Duo,,1,0,0,"$4,889"
879,23.0,Haruki Inamura,SmiLing C4T,,1,0,0,"$4,889"
880,23.0,Seo Seong-min,Cloud,,1,1,1,"$4,887"
881,22.0,Gunma Sakamoto,RuRn,,1,0,0,"$4,877"
882,,,Ferda,,2,1,0,"$4,863"
883,24.0,Miguel Angel Crespo Hernández,Crespo,,1,2,1,"$4,852"
884,,,ARMi,,2,1,2,"$4,839"
885,23.0,Jordi Bodro Huete,FOSKITo,,3,3,0,"$4,838"
886,,,C0LDBRO,,0,5,0,"$4,834"
887,,,RhymesWithBuck,,3,2,1,"$4,823"
888,22.0,Mun Seung-chan,moon,,4,3,1,"$4,817"
889,21.0,Zac Siple,slothi,,0,3,1,"$4,816"
890,23.0,Diego Balejo,ZaaK,,1,1,3,"$4,804"
891,27.0,Nicolás Salcedo,nkt,,4,1,1,"$4,767"
892,24.0,Dario Josue Ortiz,Dzr,,2,1,2,"$4,755"
893,26.0,Sedalla Souza,Render,,2,5,7,"$4,752"
894,,,VelveT,,2,1,0,"$4,750"
895,,,pdr1n,,0,4,0,"$4,732"
896,23.0,Alec Bhatty,yungalec,,2,2,1,"$4,713"
897,,,TwX,,0,1,3,"$4,707"
898,23.0,Tadanari Uezato,tadaNiki,,0,2,1,"$4,702"
899,,,Japer,,1,3,2,"$4,698"
900,25.0,Erik Ahrenfeld,Nikoh,,1,2,0,"$4,693"
901,22.0,Valentin Lima,WeTz,,5,1,0,"$4,693"
902,24.0,Zeb Esser,Quadzy,,4,3,1,"$4,676"
903,26.0,Thomas Dumont,Neox,,0,2,3,"$4,671"
904,,,Martin2k,,1,0,0,"$4,667"
905,20.0,Aleck Carvajal,Jebaits,,1,0,3,"$4,658"
906,,,Gabo,,0,1,3,"$4,657"
907,28.0,Michael Stockley,KiXSTAr,,0,1,1,"$4,650"
908,25.0,Bryan Desormeaux,LakQi,,1,2,0,"$4,648"
909,,,ELCbis,,2,5,0,"$4,639"
910,21.0,Zachary McGlede,Logiik,,1,2,3,"$4,633"
911,27.0,Aleksi Kuoppa,Movetaho,,2,0,3,"$4,615"
912,,,hypx,,2,1,3,"$4,611"
913,23.0,Jin Maekawa,JiNm,,0,0,0,"$4,611"
914,,,Splash,,2,1,0,"$4,594"
915,21.0,Michael Reed Sincleair,Reedsink,,4,3,0,"$4,594"
916,24.0,Amar Preet,Death_Amar,,5,4,4,"$4,591"
917,33.0,Adenauer Alvarenga,Silence,,0,0,1,"$4,586"
918,,,N4de,,3,0,0,"$4,582"
919,,,Xclusive,,0,0,2,"$4,580"
920,24.0,Aiden Nixon,Nixon,,1,1,1,"$4,577"
921,,,dod0o,,2,1,2,"$4,543"
922,19.0,Greyson,Ooziie,,2,1,1,"$4,543"
923,,,Ace,,3,0,1,"$4,539"
924,,,Meadzzz,,4,1,2,"$4,532"
925,22.0,,Repix,,1,3,3,"$4,487"
926,,,StorMz,,3,4,3,"$4,460"
927,23.0,Jose Angel Hernandez Bautista,BRKR,,1,1,1,"$4,445"
928,,,Shxdow,,0,1,2,"$4,408"
929,23.0,Ádám Imre Hostisóczki,Hxsti,,0,1,0,"$4,369"
930,21.0,Omar Acosta,OmaRz,,1,0,0,"$4,355"
931,24.0,Josué Rocha,OeN,,2,1,0,"$4,340"
932,22.0,Pablo Medina,Paby,,2,1,0,"$4,327"
933,36.0,Grégory Maisonneuve,Poseidon,,1,6,1,"$4,298"
934,,,Litmuss,,3,1,0,"$4,291"
935,,,Jolten,,0,2,2,"$4,282"
936,22.0,Kim Seong-hyun,H1ro,,4,0,0,"$4,274"
937,21.0,Hwang Gyo-min,NL,,0,3,2,"$4,264"
938,20.0,Santiago Espinosa,Flakko,,0,2,0,"$4,256"
939,,,Aimke,,5,2,5,"$4,248"
940,22.0,Brice Mahmoud,Shoukri,,2,1,1,"$4,248"
941,,,n0rdwindd,,2,1,2,"$4,223"
942,,,Jakenna,,0,2,2,"$4,195"
943,,,Szagi,,2,3,2,"$4,195"
944,,,Shlongii,,1,2,1,"$4,183"
945,25.0,Lara Alencar,Pessima8,,1,5,10,"$4,175"
946,,,Fzics,,1,2,1,"$4,169"
947,,,Patan,,1,0,0,"$4,163"
948,,,Hedsut,,9,2,3,"$4,152"
949,,,Redd,,0,3,1,"$4,141"
950,,,Prede,,3,3,1,"$4,133"
951,,,IceCold,,6,1,0,"$4,126"
952,,,JamSuHwan,,1,1,5,"$4,120"
953,,,geRe,,0,0,3,"$4,115"
954,30.0,Kwon Duk-hyeon,Seolleyo,,1,1,1,"$4,109"
955,24.0,Bry,Bry,,7,4,5,"$4,102"
956,,,ezpzlmnsqz,,0,0,2,"$4,100"
957,,,Ravz,,0,1,2,"$4,091"
958,32.0,Lee Jae-deok,WATB,,1,1,5,"$4,087"
959,,,Aiven,,3,0,0,"$4,080"
960,,,Sunan,,0,2,1,"$4,078"
961,,,Hennessy,,7,3,4,"$4,077"
962,,,Sloppy,,1,2,1,"$4,057"
963,,,Warden,,2,2,3,"$4,052"
964,,,Din,,0,0,0,"$4,048"
965,30.0,Zahar Sinyavcev,PWN3F,,3,0,2,"$4,042"
966,,,Deity,,6,6,5,"$4,036"
967,,,Seezy,,2,3,2,"$4,033"
968,,,Goooft,,1,0,3,"$4,032"
969,,,Jaksu,,3,6,0,"$4,032"
970,,,Pinku,,0,1,2,"$4,029"
971,25.0,Tiago William Huber,SUPREMAA,,1,1,3,"$4,025"
972,,,xedux,,0,0,1,"$4,019"
973,,,Fenz,,3,2,1,"$4,010"
974,,,Skeptic,,0,0,1,"$4,010"
975,27.0,Zheng Shi-hong,Cyan,,2,2,0,"$3,988"
976,29.0,Kim Jeong-woo,r3plicA,,0,0,3,"$3,987"
977,,,ShaZ5ibe.,,3,3,1,"$3,976"
978,,,Riot,,6,3,7,"$3,971"
979,23.0,Konrad Kurzweil,Koji,,4,2,1,"$3,953"
980,27.0,Maximilian Glowacki,Paiin0,,4,2,1,"$3,953"
981,,,Spideytime,,0,1,0,"$3,952"
982,,,PARAA,,2,1,3,"$3,949"
983,28.0,Shin Jun-young,Revi,,0,2,4,"$3,928"
984,,,sSeiiya,,0,0,0,"$3,911"
985,28.0,Andrezza Fontenele,Bits,,5,2,0,"$3,897"
986,,,notyAshritB,,0,4,1,"$3,891"
987,,,Ronny,,1,2,1,"$3,888"
988,,,destiny,,1,1,1,"$3,871"
989,22.0,Giovanna de Fontenele,PinkSouls,,0,9,7,"$3,857"
990,,,Prophecy,,1,0,1,"$3,852"
991,,,PePe,,3,0,1,"$3,840"
992,27.0,Enrique Flores,Clerici,,3,1,1,"$3,834"
993,,,JoeGoR,,1,0,1,"$3,827"
994,36.0,Grégory Maisonneuve,Poseidon,,5,3,1,"$3,827"
995,23.0,Eduardo Viani Santos,dustii,,1,2,1,"$3,823"
996,23.0,Santos Galarraga,SANT9S,,0,3,1,"$3,817"
997,20.0,Daniel Ortega,CadenT,,4,1,0,"$3,807"
998,27.0,João Giordani,VISION,,1,0,3,"$3,805"
999,,,IWI,,1,2,1,"$3,800"
1000,,,Punisher,,3,1,1,"$3,786"
1001,21.0,Larissa Stéfany,Lari,,1,3,9,"$3,769"
1002,24.0,Narabodee Plailaharn,Kirisaku,,4,3,6,"$3,759"
1003,,,Talon,,2,1,1,"$3,758"
1004,24.0,Mark Kaudyk,Optyk,,3,3,0,"$3,753"
1005,24.0,Heshan Virantha,BL4NK,,7,4,3,"$3,752"
1006,,,Chainaa,,3,1,0,"$3,745"
1007,,,NNN1CK,,2,1,4,"$3,743"
1008,24.0,Pedro Henrique Muniz Pereira,Thuunder,,1,0,2,"$3,742"
1009,,,Jango,,1,1,1,"$3,741"
1010,,,FahON,,0,2,4,"$3,738"
1011,,,KSiiX,,1,6,1,"$3,733"
1012,,,Killerman,,1,1,1,"$3,730"
1013,,,Xploidz,,3,1,0,"$3,723"
1014,21.0,Ivan Zhuchkin,sk1per,,2,4,2,"$3,717"
1015,21.0,Seo Hyun-jin,Notion,,0,1,1,"$3,714"
1016,21.0,Yoo Yeon-woo,Accident,,0,1,1,"$3,714"
1017,,,Swaylen,,0,1,3,"$3,700"
1018,,,Lokirio,,4,1,0,"$3,658"
1019,,,Oasis,,2,3,2,"$3,653"
1020,,,Thundderr,,4,1,0,"$3,650"
1021,,,BDA,,4,1,0,"$3,650"
1022,22.0,Luke Slota,Luke,,0,0,1,"$3,633"
1023,23.0,Nicolle Lunardi,Lunardi,,1,3,10,"$3,628"
1024,19.0,Joan Benito,bbySharKK,,5,4,1,"$3,626"
1025,28.0,Álvaro Martín,vASS1LYY,,2,2,4,"$3,623"
1026,,,JTc,,1,3,2,"$3,612"
1027,24.0,Lai Weilin,EdPan,,1,3,1,"$3,591"
1028,,,ana,,2,0,9,"$3,589"
1029,25.0,Anton Bukin,namea,,3,1,0,"$3,583"
1030,,,Dauert,,0,1,1,"$3,573"
1031,,,JoeyG,,2,1,1,"$3,572"
1032,,,AngelzZ,,1,2,0,"$3,566"
1033,22.0,Nicholas Peterson,KKin,,1,1,2,"$3,566"
1034,26.0,Arjan Mateboer,Pangoro,,4,5,2,"$3,563"
1035,23.0,Raphael Quites,TradyZ,,2,1,1,"$3,544"
1036,,,Aero,,0,2,1,"$3,542"
1037,,,PiXeL,,1,0,1,"$3,542"
1038,,,Tactiss,,1,5,1,"$3,521"
1039,,,HaRuSAN,,1,1,0,"$3,519"
1040,24.0,Arvie Wolf,Arv,,7,1,3,"$3,514"
1041,,,GOKU,,1,0,0,"$3,510"
1042,20.0,Hwang Jae-won,DawiD,,0,0,0,"$3,507"
1043,27.0,Guilherme Oliveira,ScorpioN,,1,1,1,"$3,503"
1044,37.0,Murat Motevalli,Mrofficer88,,0,3,0,"$3,488"
1045,26.0,Erick Jiménez,Kcire,,1,1,4,"$3,485"
1046,,,icah,,0,3,1,"$3,485"
1047,23.0,Trent Rowe,Twent,,1,2,0,"$3,472"
1048,,,Nerf,,1,3,1,"$3,471"
1049,24.0,Joshua Scott,Mangoz,,0,1,2,"$3,466"
1050,,,RyRy,,7,4,3,"$3,460"
1051,,,ateesz,,3,3,2,"$3,456"
1052,24.0,Wade Steffens,Hitman,,3,1,0,"$3,454"
1053,,,Sneepy,,1,1,3,"$3,413"
1054,27.0,Alexander Lawson,Yeti,,0,0,2,"$3,407"
1054,25.0,Lim Heon-seong,Yeti,,0,0,2,"$3,407"
1055,21.0,Francisco Sanchez,Yorkz7,,0,0,0,"$3,400"
1056,23.0,Carlos Vargas,Draab,,1,1,4,"$3,398"
1057,,,aPPROX,,0,0,2,"$3,371"
1058,,,Exp0,,0,2,3,"$3,369"
1059,23.0,Christopher Natri,Krizz,,1,3,0,"$3,367"
1060,24.0,Nathalia Penteado,Naath,,2,0,4,"$3,354"
1061,,,xviita,,1,1,2,"$3,344"
1062,,,Elizalde,,1,1,0,"$3,301"
1063,27.0,Daniel Karlsen,JinxedOwl,,4,0,2,"$3,301"
1064,24.0,Malte Tramsen,Acelele,,0,4,3,"$3,279"
1065,30.0,Alexandre Koenig,TPEX,,2,2,1,"$3,260"
1066,,,Candle,,3,3,3,"$3,255"
1067,,,Kili,,4,2,1,"$3,238"
1068,,,Jobuu,,11,4,5,"$3,238"
1069,19.0,Rafael Fernandes Paravizo,Semper,,0,0,0,"$3,231"
1070,27.0,Beatriz Silva,yElektra,,0,3,12,"$3,218"
1071,,,Binbin,,1,1,1,"$3,211"
1072,27.0,Victor Mamont,Prime,,2,1,0,"$3,207"
1073,24.0,Caio César,cainho,,2,1,2,"$3,203"
1074,20.0,Chen Yung-han,Songla,,0,0,1,"$3,200"
1075,26.0,Keenan Dunne,Keenan,,1,0,2,"$3,185"
1076,28.0,Kevin Martín Sierra,Iluzjonist,,1,2,4,"$3,169"
1077,21.0,Brendan Jacob Legler,BjL,,1,2,1,"$3,167"
1078,,,EiZ,,2,2,1,"$3,160"
1079,23.0,Guilherme Maddi,maddi,,1,1,3,"$3,158"
1080,23.0,Ishan Kanungo,Buccinator,,4,1,4,"$3,158"
1081,25.0,Saketh Sasanakota,NINJAFREAK,,4,1,1,"$3,156"
1082,,,Kuush,,2,2,2,"$3,154"
1083,23.0,Jakub Engel,Royal,,1,1,0,"$3,151"
1084,21.0,Megyes Mihály,Fantazy,,1,1,12,"$3,148"
1085,,,Abner,,3,2,0,"$3,140"
1086,,,Atlas,,0,2,2,"$3,131"
1087,,,Friqzal,,0,1,2,"$3,122"
1088,,,Quantic,,2,0,0,"$3,120"
1089,,,Yellow,,1,1,2,"$3,104"
1090,23.0,Joshua Camplin,Campo,,1,1,3,"$3,101"
1091,,,tucanQ,,3,1,2,"$3,091"
1092,,,Shak,,1,2,7,"$3,084"
1093,19.0,Moon hyun-jun,Kai,,1,0,0,"$3,083"
1094,19.0,Kim Ju-han,BINU,,1,0,0,"$3,083"
1095,,,Gorank,,2,2,2,"$3,050"
1096,26.0,Mark Johnstone,Prox,,2,0,4,"$3,038"
1097,,,Apple,,0,2,1,"$3,038"
1098,29.0,Jonatas Gomes da Silva,MEG4,,2,1,0,"$3,017"
1099,25.0,Maria Clara Lombardi,russa,,10,2,3,"$3,013"
1100,,,Perseus,,1,1,0,"$3,010"
1101,,,Ayver,,0,1,0,"$3,000"
1102,30.0,Lee Si-hun,Nova,,0,1,0,"$3,000"
1103,,,MarcoPolo,,0,1,0,"$3,000"
1104,,,SilentRage,,0,1,0,"$3,000"
1105,31.0,Lim Jun-hyuk,Fanxy,,0,1,1,"$2,998"
1106,24.0,Jan Endrych,HanzT,,5,2,1,"$2,993"
1107,29.0,Vincent Masdebail,Masdemort,,4,1,0,"$2,986"
1108,24.0,Tomohisa Imoto,Simotuki,,1,0,2,"$2,982"
1109,23.0,Atharva Patil,Atharv,,5,4,4,"$2,982"
1110,,,Saeved,,0,0,0,"$2,981"
1111,,,StryderEpic,,0,1,1,"$2,976"
1112,,,Scarrs,,0,2,1,"$2,967"
1113,22.0,Veerawat Kamolchet,JLucky,,1,1,3,"$2,956"
1114,,,Dii,,1,4,8,"$2,949"
1115,22.0,Thomas Coria,Koria,,1,0,0,"$2,942"
1116,20.0,Tim Faulkner,Kqrma,,0,1,1,"$2,939"
1117,25.0,Gábor Juhász,DogeFather,,4,2,1,"$2,936"
1118,,,Reveck,,2,0,0,"$2,917"
1119,21.0,Witt Locascio,Wittloc,,4,0,2,"$2,910"
1120,,,MightyAli,,1,0,1,"$2,899"
1121,19.0,Hong Ji-ho,Dochi,,0,0,0,"$2,897"
1122,28.0,Do Gi-chen,DOGI,,3,1,1,"$2,892"
1123,,,Skywalker,,1,0,1,"$2,886"
1124,,,Czar,,1,0,1,"$2,886"
1125,27.0,Janis Linins,Janixs,,0,0,1,"$2,867"
1126,,,Saver,,2,2,0,"$2,866"
1127,22.0,Ignacio Sponton Bais,Nachoto,,0,0,1,"$2,864"
1128,,,Gwzh,,1,2,1,"$2,853"
1129,,,Scarex,,3,2,1,"$2,841"
1130,,,Soyalando,,3,2,1,"$2,827"
1131,26.0,Oskari Huikko,OSKAMOSKA,,3,0,5,"$2,821"
1132,22.0,Jan Voják,Groone,,3,0,2,"$2,820"
1133,23.0,Jeon Won-kyun,Chanzo,,0,2,1,"$2,818"
1134,27.0,Abel Lonovics,TRIFT,,3,3,3,"$2,804"
1135,,,Alpaca,,1,1,1,"$2,800"
1136,24.0,Connor Morgan Jones,Welshyy,,1,2,3,"$2,787"
1137,,,Silenzx,,1,1,2,"$2,776"
1138,19.0,Arbaaz Khan,Baaz,,0,2,0,"$2,752"
1139,25.0,Danielle Andrade,Cherna,,8,0,4,"$2,752"
1140,26.0,Zsombor Vincze,w1oza,,4,3,0,"$2,747"
1141,27.0,Jéssica Pessoa,harley,,1,5,8,"$2,747"
1142,24.0,Rowan Steyn,Xhosa,,11,5,4,"$2,740"
1143,24.0,Filipe Dutra,mgN,,1,0,3,"$2,722"
1144,21.0,Declan Bui,Neptune,,0,1,1,"$2,720"
1145,,,Slypery,,0,1,3,"$2,720"
1146,22.0,Alejandro Argüello,Alee11,,0,1,2,"$2,715"
1147,29.0,David Sléha,Assassin,,5,0,0,"$2,697"
1148,21.0,Botond Kristóf Nagy,Sukar,,1,1,7,"$2,695"
1149,22.0,Nikolas Kaločai,Huntbaby,,2,0,1,"$2,693"
1150,,,Taco,,3,4,1,"$2,693"
1151,25.0,Giuliano Domingos,ghost1,,0,0,0,"$2,689"
1152,25.0,Park Ji-won,LATEPARTY,,1,2,1,"$2,686"
1153,,,zFuzioNN,,3,1,1,"$2,678"
1154,37.0,Jun Matsuura,NoTimeGG,,0,1,1,"$2,675"
1155,37.0,Justin Woods,Lycan,,2,0,0,"$2,670"
1156,,,Naza,,1,0,0,"$2,667"
1157,24.0,Kasper Junnila,Junnika,,2,3,2,"$2,654"
1158,28.0,C.J. Brooks,CookieZ,,0,1,2,"$2,654"
1159,,,Bere,,4,1,3,"$2,645"
1160,,,GuyOnaBear,,1,0,2,"$2,635"
1161,21.0,Kaleb Davidson,Feltwinter,,6,1,1,"$2,633"
1162,34.0,Anthony Nizzardo,HOP3Z,,0,2,0,"$2,625"
1163,,,Bokzera,,1,2,0,"$2,619"
1164,,,cypriSs,,1,0,1,"$2,616"
1165,,,Diffele,,2,4,2,"$2,609"
1166,21.0,Namgung Heon,Honey,,1,0,0,"$2,607"
1167,23.0,Alexandre Desrosiers,Exod,,0,1,1,"$2,603"
1168,,,Elementz,,2,1,1,"$2,599"
1169,23.0,Choi Ju-Seong,JinA,,2,3,1,"$2,598"
1170,,,Yami,,1,1,3,"$2,597"
1171,28.0,Jari van den Berg,Snuf,,5,1,0,"$2,592"
1172,,,Darkeyss,,0,0,2,"$2,588"
1173,,,Swaz,,1,2,1,"$2,580"
1174,,,Hauva,,3,0,3,"$2,578"
1175,23.0,Santiago Alèn,Slemds,,1,1,2,"$2,567"
1176,21.0,Kim Min-Seok,Islet,,0,0,2,"$2,563"
1177,,,PredatR,,3,2,1,"$2,561"
1178,22.0,Joshua Fletcher,JJF5,,7,1,2,"$2,554"
1179,,,Loona,,1,1,0,"$2,551"
1180,,,Siral,,1,1,3,"$2,538"
1181,,,Subarctic,,0,0,1,"$2,538"
1182,24.0,Stanislav Akimov,Leri,,1,0,3,"$2,531"
1183,30.0,Ruben Albardias Idiarte,Wispy,,1,1,3,"$2,530"
1184,21.0,Li Yi-jia,Yiga,,3,1,0,"$2,529"
1185,,,Kef,,1,2,1,"$2,514"
1186,27.0,Bryan Tester,BakaBryan,,0,1,0,"$2,510"
1187,,,WARBARK,,3,1,6,"$2,508"
1188,21.0,Lee Sung-Won,C4SPER,,1,0,0,"$2,506"
1189,,,rdz,,1,1,0,"$2,501"
1190,26.0,Íñigo Gómez De Salazar,Scythe,,1,2,1,"$2,501"
1191,,,CuCu,,0,1,0,"$2,500"
1192,,,Tit0n,,0,1,0,"$2,500"
1193,,,SwaggyP,,0,1,0,"$2,500"
1194,,,Great,,0,1,0,"$2,500"
1195,,,MomoRiNs,,1,0,1,"$2,498"
1196,,,KzB,,1,0,1,"$2,498"
1197,21.0,Hwang Tae-Jung,TJ,,0,0,0,"$2,484"
1198,22.0,Leonardo Sarchi,Sarks,,1,2,0,"$2,484"
1199,,,Noted,,0,0,1,"$2,482"
1200,,,Bapn,,1,0,0,"$2,476"
1201,22.0,Laryssa Vitória da Silva,Laryzinha,,0,1,7,"$2,474"
1202,,,Marcy,,1,1,2,"$2,468"
1203,,,CaioDiniz,,0,1,0,"$2,466"
1204,23.0,Ian Arzate,Larzt,,1,1,2,"$2,457"
1205,,,Moses,,3,2,3,"$2,456"
1206,,,Zander,,0,0,0,"$2,450"
1207,,,Coffin,,1,1,0,"$2,449"
1208,22.0,Amirreza Lahijanzadeh,Lahijanzade,,10,2,1,"$2,448"
1209,28.0,Javier Pérez Bueno,Javixu,,1,1,3,"$2,448"
1210,23.0,Lara Estevan,Larinha,,2,0,2,"$2,446"
1211,22.0,Cristofer Brandon Martinez,August,,0,0,3,"$2,432"
1212,26.0,Yoon Doo-ro,Nenko,,4,1,3,"$2,431"
1213,,,Haze,,3,1,4,"$2,429"
1214,,,Bazoka,,1,0,2,"$2,424"
1215,,,Skunky,,3,5,4,"$2,423"
1216,20.0,Dominic Gierman,Dommy,,6,1,2,"$2,422"
1217,,,Lebb,,0,0,1,"$2,410"
1218,,,Livexer,,1,1,2,"$2,406"
1219,25.0,Michele Strambi,j3n4,,2,0,1,"$2,405"
1220,,,Rexevy,,4,0,1,"$2,400"
1221,28.0,Nipon Imsiri,NameZa,,0,0,0,"$2,398"
1222,,,Flexy,,2,0,1,"$2,390"
1223,,,Lay,,2,0,2,"$2,386"
1224,,,Veyzel,,3,1,2,"$2,380"
1225,24.0,Heo Min-jae,GodGimbap,,1,0,0,"$2,369"
1226,,,Resited,,2,6,3,"$2,365"
1227,,,fredQx,,0,2,3,"$2,360"
1228,29.0,Sam Lassila,breezy,,2,1,0,"$2,350"
1229,,,Anarchy,,3,2,1,"$2,349"
1230,23.0,Duco Oudijn,Duco,,5,3,2,"$2,348"
1231,,,Mayank,,0,3,3,"$2,345"
1232,29.0,Márk Keller,zhoxk,,5,5,1,"$2,341"
1233,29.0,Daniel Ferreira,Lend4,,0,1,0,"$2,336"
1234,29.0,Simone Gelsi,Alation,,3,0,1,"$2,336"
1235,25.0,Ricardo Lopez,Ricto,,0,0,4,"$2,331"
1236,,,Ravenous,,0,1,1,"$2,326"
1237,28.0,Malik Drir,Kabylouu,,2,1,1,"$2,322"
1238,23.0,Joan Castillo,Slaay,,0,1,3,"$2,318"
1239,,,xHeRo,,0,0,0,"$2,316"
1240,,,Max1ly,,2,2,1,"$2,314"
1241,,,OuZii,,2,0,1,"$2,312"
1242,30.0,Eeli Jauhiainen,Roadi,,2,4,2,"$2,312"
1243,28.0,Niels van Caulil,Dark,,3,4,2,"$2,311"
1243,20.0,Miguel Alves,Dark,,3,4,2,"$2,311"
1244,22.0,Pattaradanai Ponsup,LebyRinth,,2,0,2,"$2,308"
1245,,,Deelo,,1,0,1,"$2,307"
1246,,,Roccon,,1,0,1,"$2,307"
1247,26.0,Myllena Almeida,Myss1,,9,1,0,"$2,297"
1248,34.0,Oskar Skowronek,Magic,,3,0,3,"$2,296"
1249,,,AZuKi,,1,1,1,"$2,286"
1250,25.0,Eric Gorski,Billboard,,1,1,1,"$2,284"
1251,25.0,Thomas Perona,SETzz,,1,1,2,"$2,278"
1252,,,Aka,,0,2,0,"$2,275"
1253,,,LeGnO,,2,1,0,"$2,273"
1254,,,Limijan,,1,0,1,"$2,269"
1255,,,Tonez,,3,0,0,"$2,269"
1256,,,Karmaze,,2,3,0,"$2,269"
1257,,,Nellfq,,1,0,0,"$2,262"
1258,,,Bosak,,1,2,1,"$2,258"
1259,,,iMooN,,1,4,5,"$2,254"
1260,,,TragikL,,3,2,2,"$2,250"
1261,,,Hydre,,0,0,2,"$2,249"
1262,30.0,Julius Riikonen,Kyliys,,3,4,0,"$2,245"
1263,,,Jaz,,3,1,2,"$2,244"
1264,,,SnoowW,,3,2,0,"$2,240"
1265,,,Astery,,2,1,4,"$2,240"
1266,,,Baele,,0,1,1,"$2,238"
1267,,,Physicz,,0,1,0,"$2,238"
1268,27.0,Diego Fernandez Franco,Dego,,0,0,1,"$2,227"
1269,,,A1GA,,1,0,2,"$2,225"
1270,22.0,Mahan Amir Hosseini,M0rph,,6,3,0,"$2,224"
1271,,,Mootiii,,2,3,1,"$2,216"
1272,21.0,Ko Jae-young,Jazz,,0,0,2,"$2,215"
1273,,,Derius,,2,1,3,"$2,212"
1274,28.0,Stijn de Rooij,Deox,,6,1,4,"$2,211"
